CASE_REFERENCE,X_COORD,Y_COORD,ADDRESS,COUNCIL,NEIGHBORHOOD,PRECINCT,NSA
282122-101000119773,11780085.8688278,3714483.90358479,1508 W 41st St,4,Forest Hill Park,3,Old South-2
241956-101000093301,11779832.173736,3714857.968302,1701 W 42nd St,4,Forest Hill Park,3,Old South-2
101000033633,11782630.999934,3715736.499946,29th St @ Riverside Dr,5,Forest Hill Park,3,Old South-2
205081-101000061653,11782196.2378041,3715556.27879644,3000-3198 Riverside Dr,5,Forest Hill Park,3,Old South-2
101000109496,11782270.080638,3715526.662634,30th St @ Riverside Dr,5,Forest Hill Park,3,Old South-2
214862-101000069006,11781888.8142108,3714686.07934094,3118 Chesterfield St,5,Forest Hill Park,3,Old South-2
266158-101000109678,11781492.5035664,3712912.38364744,3493-3499 Forest Hill Ave,5,Forest Hill Park,3,Old South-2
101000113226,11781734.013821,3713451.73348,34th St @ Springhill Ave,5,Forest Hill Park,3,Old South-2
275342-101000114652,11780445.5882686,3713198.90147727,4000 Forest Hill Ave,4,Forest Hill Park,3,Old South-2
101000061882,11779983.335835,3713917.685733,4001 Forest Hill Ave,4,Forest Hill Park,3,Old South-2
101000063745,11779983.335835,3713917.685733,4001 Forest Hill Ave,4,Forest Hill Park,3,Old South-2
244776-101000095326,11779983.335835,3713917.685733,4001 Forest Hill Ave,4,Forest Hill Park,3,Old South-2
207395-101000063524,11780334.5692741,3713264.29530192,4001-4099 Forest Hill Ave,4,Forest Hill Park,3,Old South-2
207388-101000063523,11780346.8139279,3713279.75644946,4001-4099 Forest Hill Ave,4,Forest Hill Park,3,Old South-2
101000094771,11779698.23109,3713686.368611,4021 Forest Hill Ave,4,Forest Hill Park,3,Old South-2
101000046946,11779698.23109,3713686.368611,4021 Forest Hill Ave,4,Forest Hill Park,3,Old South-2
101000058376,11779698.23109,3713686.368611,4021 Forest Hill Ave,4,Forest Hill Park,3,Old South-2
101000064060,11779698.23109,3713686.368611,4021 Forest Hill Ave,4,Forest Hill Park,3,Old South-2
228108-101000080884,11779698.23109,3713686.368611,4021 Forest Hill Ave,4,Forest Hill Park,3,Old South-2
101000087715,11779698.23109,3713686.368611,4021 Forest Hill Ave,4,Forest Hill Park,3,Old South-2
271180-101000112634,11779698.23109,3713686.368611,4021 Forest Hill Ave,4,Forest Hill Park,3,Old South-2
258647-101000105663,11779572.0509311,3713824.70867705,4101 Forest Hill Ave,4,Forest Hill Park,3,Old South-2
101000091418,11779481.999739,3713718.250216,41st St @ Forest Hill Ave,4,Forest Hill Park,3,Old South-2
101000091418,11779481.999739,3713718.250216,41st St @ Forest Hill Ave,4,Forest Hill Park,3,Old South-3
101000045681,11779481.998875,3713718.250271,41st St @ Forest Hill Ave,4,Forest Hill Park,3,Old South-2
101000045681,11779481.998875,3713718.250271,41st St @ Forest Hill Ave,4,Forest Hill Park,3,Old South-3
215091-101000069216,11779747.7135305,3714836.71501068,4211 New Kent Ave,4,Forest Hill Park,3,Old South-2
212173-101000067215,11780067.7269753,3713915.69374302,4211 Stonewall Ave,4,Forest Hill Park,3,Old South-2
