CASE_REFERENCE,X_COORD,Y_COORD,ADDRESS,COUNCIL,NEIGHBORHOOD,PRECINCT,NSA
101000047056,11780079.1669113,3705706.59650324,1325 Sunbury Road,9,McGuire Manor,2,Broad Rock-3
101000073576,11780079.167664,3705706.595856,1325 Sunbury Road,9,McGuire Manor,2,Broad Rock-3
101000035712,11779753.762147,3705630.650798,1400 Clarkson Ct,9,McGuire Manor,2,Broad Rock-3
101000112384,11779753.762147,3705630.650798,1400 Clarkson Ct,9,McGuire Manor,2,Broad Rock-3
101000045473,11779753.762147,3705630.650798,1400 Clarkson Ct,9,McGuire Manor,2,Broad Rock-3
101000070561,11779753.762147,3705630.650798,1400 Clarkson Ct,9,McGuire Manor,2,Broad Rock-3
101000015546,11779820.209193,3705551.210996,1401 Clarkson Ct,9,McGuire Manor,2,Broad Rock-3
101000029891,11780177.779672,3705584.166967,1401 Sunbury Road,9,McGuire Manor,2,Broad Rock-3
101000061933,11780232.279236,3705527.56741108,1407 Sunbury Road,9,McGuire Manor,2,Broad Rock-3
249528-101000099614,11779951.7492482,3705379.90219636,1412 Kingswood St,9,McGuire Manor,2,Broad Rock-3
101000110550,11780059.261864,3705293.496617,1413 Kingswood St,9,McGuire Manor,2,Broad Rock-3
101000038923,11780283.4648906,3705458.34857041,1413 Sunbury Road,9,McGuire Manor,2,Broad Rock-3
101000051285,11779562.017452,3705524.371483,1416 Clarkson Ct,9,McGuire Manor,2,Broad Rock-3
206114-101000062354,11779915.4385089,3705319.79072589,1418 Kingswood St,9,McGuire Manor,2,Broad Rock-3
101000035235,11780267.202721,3705265.208944,1420 Sunbury Road,9,McGuire Manor,2,Broad Rock-3
101000037779,11780267.202721,3705265.208944,1420 Sunbury Road,9,McGuire Manor,2,Broad Rock-3
101000050002,11780267.202721,3705265.208944,1420 Sunbury Road,9,McGuire Manor,2,Broad Rock-3
101000051185,11780267.2024733,3705265.20939395,1420 Sunbury Road,9,McGuire Manor,2,Broad Rock-3
199483-101000057197,11779880.6849315,3705236.46456745,1424 Kingswood St,9,McGuire Manor,2,Broad Rock-3
239876-101000091122,11779880.6849315,3705236.46456745,1424 Kingswood St,9,McGuire Manor,2,Broad Rock-3
101000009015,11779891.350127,3705239.511489,1424 Kingswood St,9,McGuire Manor,2,Broad Rock-3
101000049346,11779891.3493858,3705239.51222057,1424 Kingswood St,9,McGuire Manor,2,Broad Rock-3
101000056636,11779891.350127,3705239.511489,1424 Kingswood St,9,McGuire Manor,2,Broad Rock-3
101000056874,11779891.350127,3705239.511489,1424 Kingswood St,9,McGuire Manor,2,Broad Rock-3
101000109202,11779855.350199,3705165.81741,1430 Kingswood St,9,McGuire Manor,2,Broad Rock-3
101000039350,11779971.18855,3705096.246355,1431 Kingswood St,9,McGuire Manor,2,Broad Rock-3
101000052822,11779503.846965,3705209.415748,1500 Alaska Dr,9,McGuire Manor,2,Broad Rock-3
101000064545,11779786.207949,3705028.928905,1500 Kingswood St,9,McGuire Manor,2,Broad Rock-3
101000070086,11779786.207949,3705028.928905,1500 Kingswood St,9,McGuire Manor,2,Broad Rock-3
101000075972,11779786.207949,3705028.928905,1500 Kingswood St,9,McGuire Manor,2,Broad Rock-3
101000091928,11779786.207949,3705028.928905,1500 Kingswood St,9,McGuire Manor,2,Broad Rock-3
101000083382,11779606.667297,3705082.06725,1501 Alaska Dr,9,McGuire Manor,2,Broad Rock-3
101000002647,11779361.280977,3705431.314255,1501 Clarkson Road,9,McGuire Manor,2,Broad Rock-3
101000002648,11779361.280977,3705431.314255,1501 Clarkson Road,9,McGuire Manor,2,Broad Rock-3
101000013183,11779907.3618396,3704963.98089793,1501 Kingswood St,9,McGuire Manor,2,Broad Rock-3
101000086474,11779907.362234,3704963.980544,1501 Kingswood St,9,McGuire Manor,2,Broad Rock-3
233683-101000084953,11779915.9139936,3704976.31013163,1501 Kingswood St,9,McGuire Manor,2,Broad Rock-3
101000035272,11779881.486957,3704914.014764,1507 Kingswood St,9,McGuire Manor,2,Broad Rock-3
