CASE_REFERENCE,X_COORD,Y_COORD,ADDRESS,COUNCIL,NEIGHBORHOOD,PRECINCT,NSA
279828-101000117803,11783621.4955397,3732735.32774128,100 Ave Of Champions,2,The Diamond,4,Near West-1
262588-101000107748,11782779.1777478,3733533.88476614,1002 N Boulevard,2,The Diamond,4,Near West-1
101000114278,11784326.8972124,3729976.06374609,1215 Hermitage Road Apt 1126,3,The Diamond,4,Near West-1
101000114297,11784326.8972124,3729976.06374609,1215 Hermitage Road Apt 1126,3,The Diamond,4,Near West-1
101000002161,11784326.8972124,3729976.06374609,1215 Hermitage Road Apt 1206,3,The Diamond,4,Near West-1
101000112535,11784326.8972124,3729976.06374609,1215 Hermitage Road Apt 2031,3,The Diamond,4,Near West-1
101000114953,11784326.8972124,3729976.06374609,1215 Hermitage Road Apt 2203,3,The Diamond,4,Near West-1
101000007779,11784326.8972124,3729976.06374609,1215 Hermitage Road Apt 2209,3,The Diamond,4,Near West-1
101000082419,11784326.8972124,3729976.06374609,1215 Hermitage Road Apt 2216,3,The Diamond,4,Near West-1
101000074634,11784326.8972124,3729976.06374609,1215 Hermitage Road Apt 2223,3,The Diamond,4,Near West-1
101000049803,11784326.8972124,3729976.06374609,1215 Hermitage Road Apt 2418,3,The Diamond,4,Near West-1
101000060440,11784326.8972124,3729976.06374609,1215 Hermitage Road Apt 3107,3,The Diamond,4,Near West-1
232148-101000083648,11784222.9698144,3730261.72529711,1324 Hermitage Road,2,The Diamond,4,Near West-1
101000058242,11785658.4717854,3730248.01615331,1385 Overbrook Road,3,The Diamond,4,Near West-1
101000090728,11785696.36017,3730935.836408,1401 Overbrook Road,3,The Diamond,4,Near West-1
101000039128,11785696.36017,3730935.836408,1401 Overbrook Road,3,The Diamond,4,Near West-1
101000019919,11785921.2066944,3730490.38955656,1405 Overbrook Road,3,The Diamond,4,Near West-1
101000034835,11785814.8312985,3732325.15994916,1407 Cummings Dr,2,The Diamond,4,Near West-1
101000035702,11785814.83139,3732325.160073,1407 Cummings Dr,2,The Diamond,4,Near West-1
101000042895,11785814.8312985,3732325.15994916,1407 Cummings Dr,2,The Diamond,4,Near West-1
101000016005,11785408.4998059,3732388.84221702,1505 Cummings Dr,2,The Diamond,4,Near West-1
101000059059,11785408.500182,3732388.84236,1505 Cummings Dr,2,The Diamond,4,Near West-1
101000008434,11785417.2617633,3732671.61469164,1505 Sherwood Ave,2,The Diamond,4,Near West-1
101000027232,11785417.2617633,3732671.61469164,1505 Sherwood Ave,2,The Diamond,4,Near West-1
101000058742,11785417.261975,3732671.615089,1505 Sherwood Ave,2,The Diamond,4,Near West-1
101000058363,11784962.522247,3731694.87681185,1600 Rhoadmiller St,2,The Diamond,4,Near West-1
101000112219,11784835.3983303,3730927.65032276,1601 Overbrook Road,3,The Diamond,4,Near West-1
101000094371,11785126.697924,3732737.322635,1601 Sherwood Ave,2,The Diamond,4,Near West-1
101000024918,11785126.697924,3732737.322635,1601 Sherwood Ave,2,The Diamond,4,Near West-1
