CASE_REFERENCE,X_COORD,Y_COORD,ADDRESS,COUNCIL,NEIGHBORHOOD,PRECINCT,NSA
101000097855,11787239.958133,3693262.505259,2910 Walmsley Blvd,8,Walmsley,2,Broad Rock-2
101000027422,11787239.958133,3693262.505259,2910 Walmsley Blvd,8,Walmsley,2,Broad Rock-2
101000095962,11786997.5203424,3694061.62336258,3000 Dupont Ave,8,Walmsley,2,Broad Rock-2
101000035573,11786694.625234,3693431.415682,3000 Walmsley Blvd,8,Walmsley,2,Broad Rock-2
206408-101000062587,11786780.3671034,3693597.70162129,3001 Navarone Ave,8,Walmsley,2,Broad Rock-2
218661-101000072057,11786933.3780212,3694019.9700401,3002 Dupont Ave,8,Walmsley,2,Broad Rock-2
101000002792,11786645.125005,3693460.193184,3004 Walmsley Blvd,8,Walmsley,2,Broad Rock-2
101000083093,11786577.7079569,3693495.10581426,3008 Walmsley Blvd,8,Walmsley,2,Broad Rock-2
101000083103,11786577.708473,3693495.105187,3008 Walmsley Blvd,8,Walmsley,2,Broad Rock-2
101000001946,11786796.791696,3694003.742622,3013 Dupont Ave,8,Walmsley,2,Broad Rock-2
101000079359,11786615.500064,3693714.645431,3017 Navarone Ave,8,Walmsley,2,Broad Rock-2
101000114980,11786615.4999332,3693714.64611091,3017 Navarone Ave,8,Walmsley,2,Broad Rock-2
101000010996,11786638.3743111,3694107.23584534,3027 Dupont Ave,8,Walmsley,2,Broad Rock-2
101000119609,11786643.97212,3694361.234361,3036 Dupont Ave,8,Walmsley,2,Broad Rock-2
101000007901,11786454.444612,3693969.92412,3036 Navarone Ave,8,Walmsley,2,Broad Rock-2
101000003684,11786272.000095,3693710.630019,3040 Walmsley Blvd,8,Walmsley,2,Broad Rock-2
101000024798,11786350.777825,3694030.555232,3042 Navarone Ave,8,Walmsley,2,Broad Rock-2
101000041926,11786350.7777762,3694030.55547996,3042 Navarone Ave,8,Walmsley,2,Broad Rock-2
101000021348,11786473.62502,3694211.362285,3043 Dupont Ave,8,Walmsley,2,Broad Rock-2
101000066147,11786252.6668,3694087.257875,3050 Navarone Ave,8,Walmsley,2,Broad Rock-2
207956-101000063976,11786267.7308518,3694125.83639416,3050 Navarone Ave,8,Walmsley,2,Broad Rock-2
223210-101000075531,11786110.791756,3693740.434421,3050 Walmsley Blvd,8,Walmsley,2,Broad Rock-2
234800-101000088760,11786124.602217,3693751.30941836,3050 Walmsley Blvd,8,Walmsley,2,Broad Rock-2
206405-101000062582,11786140.7079747,3693801.44638206,3050 Walmsley Blvd,8,Walmsley,2,Broad Rock-2
101000054201,11786279.9688256,3694461.81323071,3100 Dupont Ave,8,Walmsley,2,Broad Rock-2
101000066146,11786159.333654,3694116.451058,3100 Navarone Ave,8,Walmsley,2,Broad Rock-2
101000016372,11786023.33327,3693798.504843,3100 Walmsley Blvd,8,Walmsley,2,Broad Rock-2
101000019807,11786023.33327,3693798.504843,3100 Walmsley Blvd,8,Walmsley,2,Broad Rock-2
101000033977,11786023.33327,3693798.504843,3100 Walmsley Blvd,8,Walmsley,2,Broad Rock-2
101000064729,11786023.33327,3693798.504843,3100 Walmsley Blvd,8,Walmsley,2,Broad Rock-2
101000064834,11786023.33327,3693798.504843,3100 Walmsley Blvd,8,Walmsley,2,Broad Rock-2
101000066151,11786023.33327,3693798.504843,3100 Walmsley Blvd,8,Walmsley,2,Broad Rock-2
208757-101000064745,11786014.7647695,3693805.16633482,3100 Walmsley Blvd,8,Walmsley,2,Broad Rock-2
101000083451,11786082.3326438,3694174.33272245,3106 Navarone Ave,8,Walmsley,2,Broad Rock-2
101000084152,11786082.3326438,3694174.33272245,3106 Navarone Ave,8,Walmsley,2,Broad Rock-2
194611-101000053029,11786032.7198138,3694012.53958009,3107 Navarone Ave,8,Walmsley,2,Broad Rock-2
237432-101000088701,11786036.0046524,3694033.07647723,3107 Navarone Ave,8,Walmsley,2,Broad Rock-2
101000003515,11786046.666556,3694040.894122,3107 Navarone Ave,8,Walmsley,2,Broad Rock-2
101000085597,11786170.1250899,3694523.29644349,3108 Dupont Ave,8,Walmsley,2,Broad Rock-2
101000118126,11786170.1250899,3694523.29644349,3108 Dupont Ave,8,Walmsley,2,Broad Rock-2
239888-101000091132,11786167.5891891,3694540.60146967,3108 Dupont Ave,8,Walmsley,2,Broad Rock-2
101000040025,11786033.8887997,3694204.02931045,3112 Navarone Ave,8,Walmsley,2,Broad Rock-2
101000047095,11786033.8887997,3694204.02931045,3112 Navarone Ave,8,Walmsley,2,Broad Rock-2
101000035094,11785888.041873,3693874.435137,3112 Walmsley Blvd,8,Walmsley,2,Broad Rock-2
199119-101000056901,11786082.5911424,3694384.46825994,3115 Dupont Ave,8,Walmsley,2,Broad Rock-2
101000036902,11786056.458203,3694434.581983,3115 Dupont Ave,8,Walmsley,2,Broad Rock-2
101000044698,11786056.458203,3694434.581983,3115 Dupont Ave,8,Walmsley,2,Broad Rock-2
101000068172,11786056.458203,3694434.581983,3115 Dupont Ave,8,Walmsley,2,Broad Rock-2
101000090531,11786056.458203,3694434.581983,3115 Dupont Ave,8,Walmsley,2,Broad Rock-2
225149-101000077454,11785932.516228,3694107.78010916,3115 Navarone Ave,8,Walmsley,2,Broad Rock-2
227801-101000080612,11785932.516228,3694107.78010916,3115 Navarone Ave,8,Walmsley,2,Broad Rock-2
101000003370,11785841.416967,3693902.500042,3116 Walmsley Blvd,8,Walmsley,2,Broad Rock-2
