CASE_REFERENCE,X_COORD,Y_COORD,ADDRESS,COUNCIL,NEIGHBORHOOD,PRECINCT,NSA
101000059083,11781359.326521,3711141.195551,1 E 35th St,5,Swansboro West,2,Old South-3
101000119737,11781359.3261126,3711141.19592186,1 E 35th St,5,Swansboro West,2,Old South-3
101000119743,11781359.326521,3711141.195551,1 E 35th St,5,Swansboro West,2,Old South-3
101000005591,11781040.572238,3711066.79839,1 E 36th St,5,Swansboro West,2,Old South-3
101000031593,11780736.0341638,3710986.98796309,1 E 37th St,5,Swansboro West,2,Old South-3
101000049190,11780736.0341638,3710986.98796309,1 E 37th St,5,Swansboro West,2,Old South-3
101000078055,11780736.0341638,3710986.98796309,1 E 37th St,5,Swansboro West,2,Old South-3
101000078060,11780736.0341638,3710986.98796309,1 E 37th St,5,Swansboro West,2,Old South-3
101000011786,11783146.791779,3711326.265391,10 E 31st St,5,Swansboro West,2,Old South-3
101000096767,11782448.740025,3711232.635657,10 E 32nd St,5,Swansboro West,2,Old South-3
241795-101000093162,11781282.329928,3710860.87443653,10 E 35th St,5,Swansboro West,2,Old South-3
101000116822,11783490.4183985,3711407.18580616,10 E Broad Rock Road,5,Swansboro West,2,Old South-3
101000069355,11783154.422013,3710779.570947,100 E 31st St,5,Swansboro West,2,Old South-3
101000008258,11782088.059644,3710835.377265,100 E 33rd St,5,Swansboro West,2,Old South-3
101000063828,11782088.059644,3710835.377265,100 E 33rd St,5,Swansboro West,2,Old South-3
101000066660,11781706.225434,3710752.933205,100 E 34th St,5,Swansboro West,2,Old South-3
101000069361,11781372.427545,3710464.898676,100 E 35th St,5,Swansboro West,2,Old South-3
101000074934,11781372.427545,3710464.898676,100 E 35th St,5,Swansboro West,2,Old South-3
101000119187,11781372.427545,3710464.898676,100 E 35th St,5,Swansboro West,2,Old South-3
101000065685,11781054.427853,3710401.257399,100 E 36th St,5,Swansboro West,2,Old South-3
101000094134,11781054.427853,3710401.257399,100 E 36th St,5,Swansboro West,2,Old South-3
101000094729,11781054.427853,3710401.257399,100 E 36th St,5,Swansboro West,2,Old South-3
227179-101000079495,11780751.6864205,3710315.41519757,100 E 37th St,5,Swansboro West,2,Old South-3
241794-101000093163,11780751.6864205,3710315.41519757,100 E 37th St,5,Swansboro West,2,Old South-3
101000117901,11780750.076756,3710322.725404,100 E 37th St,5,Swansboro West,2,Old South-3
101000036985,11782814.919083,3710685.430715,100 E Blake Lane,5,Swansboro West,2,Old South-3
101000080298,11780284.0434967,3710503.06817192,100 E Roanoke St,5,Swansboro West,2,Old South-3
101000011359,11780299.568142,3710505.033438,100 E Roanoke St,5,Swansboro West,2,Old South-3
101000023802,11780299.568142,3710505.033438,100 E Roanoke St,5,Swansboro West,2,Old South-3
101000075776,11780299.568142,3710505.033438,100 E Roanoke St,5,Swansboro West,2,Old South-3
101000105966,11780299.568142,3710505.033438,100 E Roanoke St,5,Swansboro West,2,Old South-3
204621-101000061187,11780603.7778416,3710373.88872492,100 Larne Ave,5,Swansboro West,2,Old South-3
101000025536,11780605.157098,3710375.20627,100 Larne Ave,5,Swansboro West,2,Old South-3
101000041980,11780605.157098,3710375.20627,100 Larne Ave,5,Swansboro West,2,Old South-3
101000061252,11780605.157098,3710375.20627,100 Larne Ave,5,Swansboro West,2,Old South-3
101000069155,11780605.157098,3710375.20627,100 Larne Ave,5,Swansboro West,2,Old South-3
243672-101000094611,11780605.157098,3710375.20627,100 Larne Ave,5,Swansboro West,2,Old South-3
101000003542,11779951.322448,3710435.508314,100 Mardick Road,5,Swansboro West,2,Old South-3
101000049593,11779951.3219163,3710435.50871211,100 Mardick Road,5,Swansboro West,2,Old South-3
101000117906,11779951.322448,3710435.508314,100 Mardick Road,5,Swansboro West,2,Old South-3
101000014805,11783278.514284,3710786.198886,101 E 31st St,5,Swansboro West,2,Old South-3
101000030091,11783278.514284,3710786.198886,101 E 31st St,5,Swansboro West,2,Old South-3
101000066328,11783278.514284,3710786.198886,101 E 31st St,5,Swansboro West,2,Old South-3
101000084408,11783278.514284,3710786.198886,101 E 31st St,5,Swansboro West,2,Old South-3
101000114417,11783278.5140558,3710786.19959469,101 E 31st St,5,Swansboro West,2,Old South-3
101000114420,11783278.5140558,3710786.19959469,101 E 31st St,5,Swansboro West,2,Old South-3
101000087259,11781461.138654,3710691.910361,101 E 35th St,5,Swansboro West,2,Old South-3
101000108491,11780876.5914726,3710350.38409982,101 E 37th St,5,Swansboro West,2,Old South-3
101000035961,11780705.251386,3710145.652595,101 Larne Ave,5,Swansboro West,2,Old South-3
101000073951,11780065.351419,3710469.988889,101 Mardick Road,5,Swansboro West,2,Old South-3
101000003415,11781720.474093,3710687.464175,102 E 34th St,5,Swansboro West,2,Old South-3
101000004025,11781395.612866,3710415.542147,102 E 35th St,5,Swansboro West,2,Old South-3
101000010164,11781395.612866,3710415.542147,102 E 35th St,5,Swansboro West,2,Old South-3
101000106790,11781395.612866,3710415.542147,102 E 35th St,5,Swansboro West,2,Old South-3
101000011438,11781395.612866,3710415.542147,102 E 35th St,5,Swansboro West,2,Old South-3
101000091548,11781395.612866,3710415.542147,102 E 35th St,5,Swansboro West,2,Old South-3
101000011441,11781395.6128575,3710415.5427871,102 E 35th St,5,Swansboro West,2,Old South-3
101000019732,11781395.612866,3710415.542147,102 E 35th St,5,Swansboro West,2,Old South-3
101000029881,11781395.612866,3710415.542147,102 E 35th St,5,Swansboro West,2,Old South-3
101000029883,11781395.612866,3710415.542147,102 E 35th St,5,Swansboro West,2,Old South-3
101000097950,11781395.612866,3710415.542147,102 E 35th St,5,Swansboro West,2,Old South-3
101000106791,11781395.612866,3710415.542147,102 E 35th St,5,Swansboro West,2,Old South-3
101000029884,11781395.612866,3710415.542147,102 E 35th St,5,Swansboro West,2,Old South-3
238978-101000090291,11781069.4270928,3710337.77174212,102 E 36 St,5,Swansboro West,2,Old South-3
101000082466,11782809.4853537,3710636.89356641,102 E Blake Lane,5,Swansboro West,2,Old South-3
101000082469,11782809.4853537,3710636.89356641,102 E Blake Lane,5,Swansboro West,2,Old South-3
101000086565,11782809.4853537,3710636.89356641,102 E Blake Lane,5,Swansboro West,2,Old South-3
101000100600,11783519.479681,3710818.588257,102 E Broad Rock Road,5,Swansboro West,2,Old South-3
101000010280,11780293.319795,3710441.242883,102 E Roanoke St,5,Swansboro West,2,Old South-3
101000011357,11780293.319795,3710441.242883,102 E Roanoke St,5,Swansboro West,2,Old South-3
101000011361,11780293.319795,3710441.242883,102 E Roanoke St,5,Swansboro West,2,Old South-3
101000069762,11780293.319795,3710441.242883,102 E Roanoke St,5,Swansboro West,2,Old South-3
101000023164,11780072.431786,3710348.601664,105 Mardick Road,5,Swansboro West,2,Old South-3
101000073297,11780072.431786,3710348.601664,105 Mardick Road,5,Swansboro West,2,Old South-3
101000099139,11780072.431786,3710348.601664,105 Mardick Road,5,Swansboro West,2,Old South-3
101000058976,11780715.0909675,3709992.92162271,105 Winber Dr,5,Swansboro West,2,Old South-3
101000069335,11783277.578262,3710749.814116,103 E 31st St,5,Swansboro West,2,Old South-3
101000046616,11782569.8958109,3710609.31349105,103 E 32nd St,5,Swansboro West,2,Old South-3
101000087700,11782569.895951,3710609.313085,103 E 32nd St,5,Swansboro West,2,Old South-3
101000046923,11781471.638633,3710642.690643,103 E 35th St,5,Swansboro West,2,Old South-3
101000010297,11781205.132932,3710376.911647,103 E 36th St,5,Swansboro West,2,Old South-3
101000032520,11781205.132932,3710376.911647,103 E 36th St,5,Swansboro West,2,Old South-3
101000095251,11781205.132932,3710376.911647,103 E 36th St,5,Swansboro West,2,Old South-3
101000002090,11780888.091572,3710283.483684,103 E 37th St,5,Swansboro West,2,Old South-3
101000051873,11780888.091572,3710283.483684,103 E 37th St,5,Swansboro West,2,Old South-3
101000109970,11780888.091572,3710283.483684,103 E 37th St,5,Swansboro West,2,Old South-3
101000023800,11780428.52589,3710494.562658,103 E Roanoke St,5,Swansboro West,2,Old South-3
236531-101000087959,11780719.9194231,3710054.35029002,103 Larne Ave,5,Swansboro West,2,Old South-3
101000032447,11780698.342935,3710057.462483,103 Larne Ave,5,Swansboro West,2,Old South-3
101000085931,11780698.342935,3710057.462483,103 Larne Ave,5,Swansboro West,2,Old South-3
101000101983,11783168.236946,3710661.852022,104 E 31st St,5,Swansboro West,2,Old South-3
229610-101000081828,11782106.059608,3710754.362007,104 E 33rd St,5,Swansboro West,2,Old South-3
101000054570,11781730.9734294,3710645.92806961,104 E 34th St,5,Swansboro West,2,Old South-3
101000105375,11781434.173157,3710354.906442,104 E 35th St,5,Swansboro West,2,Old South-3
101000001178,11780803.082883,3710171.167308,104 E 37th St,5,Swansboro West,2,Old South-3
101000021300,11780289.819802,3710387.374224,104 E Roanoke St,5,Swansboro West,2,Old South-3
101000023474,11780289.819802,3710387.374224,104 E Roanoke St,5,Swansboro West,2,Old South-3
101000048286,11780289.8191007,3710387.37479156,104 E Roanoke St,5,Swansboro West,2,Old South-3
101000067156,11779950.822449,3710306.845842,104 Mardick Road,5,Swansboro West,2,Old South-3
101000064616,11782599.884408,3710557.321391,105 E 32nd St,5,Swansboro West,2,Old South-3
101000116755,11782599.884408,3710557.321391,105 E 32nd St,5,Swansboro West,2,Old South-3
238979-101000090290,11781489.6055136,3710595.82353407,105 E 35th St,5,Swansboro West,2,Old South-3
101000058127,11781230.6331108,3710328.86544257,105 E 36th St,5,Swansboro West,2,Old South-3
101000049487,11780926.174173,3710217.090772,105 E 37th St,5,Swansboro West,2,Old South-3
255635-101000103637,11781033.2574249,3710225.70493628,105-107 E 37th St,5,Swansboro West,2,Old South-3
259142-101000105942,11780984.1069195,3710232.14797427,105-107 E 37th St,5,Swansboro West,2,Old South-3
259143-101000105943,11780974.9077057,3710263.99688781,105-107 E 37th St,5,Swansboro West,2,Old South-3
194627-101000053053,11782111.430364,3710713.59913812,106 E 33rd St,5,Swansboro West,2,Old South-3
101000019403,11782113.4758552,3710717.96892714,106 E 33rd St,5,Swansboro West,2,Old South-3
101000040254,11781744.722404,3710601.486657,106 E 34th St,5,Swansboro West,2,Old South-3
101000098673,11781462.3118178,3710319.58486947,106 E 35th St,5,Swansboro West,2,Old South-3
101000115915,11781462.3118178,3710319.58486947,106 E 35th St,5,Swansboro West,2,Old South-3
101000038704,11780847.991258,3710117.589987,106 E 37th St,5,Swansboro West,2,Old South-3
101000053343,11780585.2392569,3710190.33743177,106 Larne Ave,5,Swansboro West,2,Old South-3
101000023796,11782213.849091,3710737.811188,109 E 33rd St,5,Swansboro West,2,Old South-3
259149-101000105953,11782293.4782852,3710710.37901374,109 E 33rd St Rear,5,Swansboro West,2,Old South-3
101000117029,11781842.354427,3710624.429196,109 E 34th St,5,Swansboro West,2,Old South-3
101000005066,11781505.638893,3710498.353989,109 E 35th St,5,Swansboro West,2,Old South-3
101000005067,11781505.638893,3710498.353989,109 E 35th St,5,Swansboro West,2,Old South-3
101000111681,11781505.638893,3710498.353989,109 E 35th St,5,Swansboro West,2,Old South-3
101000069366,11781301.320732,3710249.28559,109 E 36th St,5,Swansboro West,2,Old South-3
101000096810,11781301.320732,3710249.28559,109 E 36th St,5,Swansboro West,2,Old South-3
101000024326,11781015.840004,3710110.572285,109 E 37th St,5,Swansboro West,2,Old South-3
101000048893,11781015.840004,3710110.572285,109 E 37th St,5,Swansboro West,2,Old South-3
101000000125,11782974.07526,3710584.155327,109 E Blake Lane,5,Swansboro West,2,Old South-3
101000002212,11782974.07526,3710584.155327,109 E Blake Lane,5,Swansboro West,2,Old South-3
101000002051,11783299.696656,3710675.395958,107 E 31st St,5,Swansboro West,2,Old South-3
101000023054,11782200.937371,3710782.012543,107 E 33rd St,5,Swansboro West,2,Old South-3
101000074244,11781826.523422,3710670.664996,107 E 34th St,5,Swansboro West,2,Old South-3
101000068424,11781264.820805,3710292.009586,107 E 36th St,5,Swansboro West,2,Old South-3
101000069360,11781264.820805,3710292.009586,107 E 36th St,5,Swansboro West,2,Old South-3
101000069365,11781264.820805,3710292.009586,107 E 36th St,5,Swansboro West,2,Old South-3
101000119192,11781264.820805,3710292.009586,107 E 36th St,5,Swansboro West,2,Old South-3
101000024328,11780971.67441,3710164.100065,107 E 37th St,5,Swansboro West,2,Old South-3
101000091644,11780971.67441,3710164.100065,107 E 37th St,5,Swansboro West,2,Old South-3
101000036663,11780971.6741289,3710164.10061775,107 E 37th St,5,Swansboro West,2,Old South-3
101000000111,11782942.511675,3710621.03255,107 E Blake Lane,5,Swansboro West,2,Old South-3
101000079590,11782942.511675,3710621.03255,107 E Blake Lane,5,Swansboro West,2,Old South-3
101000079591,11782942.511675,3710621.03255,107 E Blake Lane,5,Swansboro West,2,Old South-3
