CASE_REFERENCE,X_COORD,Y_COORD,ADDRESS,COUNCIL,NEIGHBORHOOD,PRECINCT,NSA
101000037091,11791739.435026,3735637.612438,102 W Ladies Mile Road,3,Edgewood,4,North-2
267436-101000110565,11791739.435026,3735637.612438,102 W Ladies Mile Road,3,Edgewood,4,North-2
101000020367,11792564.880882,3736477.878802,106 E Ladies Mile Road,3,Edgewood,4,North-2
101000033823,11791679.590658,3735577.640117,106 W Ladies Mile Road,3,Edgewood,4,North-2
101000034662,11791679.590658,3735577.640117,106 W Ladies Mile Road,3,Edgewood,4,North-2
101000052846,11791679.5904977,3735577.63950385,106 W Ladies Mile Road,3,Edgewood,4,North-2
101000055108,11791679.590658,3735577.640117,106 W Ladies Mile Road,3,Edgewood,4,North-2
199927-101000057670,11791678.4030884,3735585.25177952,106 W Ladies Mile Road,3,Edgewood,4,North-2
195097-101000053533,11791678.3741107,3735585.25145246,106 W Ladiesmile Road,3,Edgewood,4,North-2
101000064604,11792716.0384853,3736741.29317193,202 E Ladies Mile Road,3,Edgewood,4,North-4
250268-101000100102,11792742.6628644,3736600.5289159,207 E Ladies Mile Road,3,Edgewood,4,North-2
101000005998,11790775.344435,3738069.666301,207 W Laburnum Ave Rear,3,Edgewood,4,North-2
101000059181,11790489.228865,3738282.003146,212 W Laburnum Ave,3,Edgewood,4,North-1
101000009268,11790440.57017,3738301.547399,214 W Laburnum Ave,3,Edgewood,4,North-1
101000104469,11790440.57017,3738301.547399,214 W Laburnum Ave,3,Edgewood,4,North-1
101000094674,11790872.292732,3735141.819794,3200 Griffin Ave,3,Edgewood,4,North-2
101000094679,11790872.292732,3735141.819794,3200 Griffin Ave,3,Edgewood,4,North-2
101000044710,11790872.292732,3735141.819794,3200 Griffin Ave,3,Edgewood,4,North-2
101000044711,11790872.292732,3735141.819794,3200 Griffin Ave,3,Edgewood,4,North-2
233783-101000085021,11790872.292732,3735141.819794,3200 Griffin Ave,3,Edgewood,4,North-2
101000067607,11790872.292732,3735141.819794,3200 Griffin Ave,3,Edgewood,4,North-2
101000080975,11790872.292732,3735141.819794,3200 Griffin Ave,3,Edgewood,4,North-2
101000080981,11790872.2919922,3735141.81933677,3200 Griffin Ave,3,Edgewood,4,North-2
210130-101000065854,11790670.1822777,3735022.69156047,3201 Edgewood Ave,3,Edgewood,4,North-2
101000002814,11790672.064786,3735075.753981,3203 Edgewood Ave,3,Edgewood,4,North-2
101000005633,11790672.064786,3735075.753981,3203 Edgewood Ave,3,Edgewood,4,North-2
101000016407,11790672.064786,3735075.753981,3203 Edgewood Ave,3,Edgewood,4,North-2
101000053022,11790882.507606,3735238.191977,3204 Griffin Ave,3,Edgewood,4,North-2
101000107192,11790882.507606,3735238.191977,3204 Griffin Ave,3,Edgewood,4,North-2
101000107193,11790882.507008,3735238.19152398,3204 Griffin Ave,3,Edgewood,4,North-2
101000028638,11790672.349562,3735126.953354,3205 Edgewood Ave,3,Edgewood,4,North-2
101000050345,11790672.3492944,3735126.95313262,3205 Edgewood Ave,3,Edgewood,4,North-2
101000067298,11790672.349562,3735126.953354,3205 Edgewood Ave,3,Edgewood,4,North-2
101000085717,11790672.349562,3735126.953354,3205 Edgewood Ave,3,Edgewood,4,North-2
101000026182,11790885.007601,3735287.441222,3206 Griffin Ave,3,Edgewood,4,North-2
101000070860,11790885.007601,3735287.441222,3206 Griffin Ave,3,Edgewood,4,North-2
101000022139,11790675.349556,3735177.383371,3207 Edgewood Ave,3,Edgewood,4,North-2
101000026927,11790678.34955,3735226.250071,3209 Edgewood Ave,3,Edgewood,4,North-2
101000075791,11790678.34955,3735226.250071,3209 Edgewood Ave,3,Edgewood,4,North-2
101000015654,11791023.06474,3735422.058079,3209 Griffin Ave,3,Edgewood,4,North-2
101000017116,11791023.06474,3735422.058079,3209 Griffin Ave,3,Edgewood,4,North-2
101000023577,11791023.06474,3735422.058079,3209 Griffin Ave,3,Edgewood,4,North-2
101000104627,11791023.06474,3735422.058079,3209 Griffin Ave,3,Edgewood,4,North-2
101000044136,11791023.06474,3735422.058079,3209 Griffin Ave,3,Edgewood,4,North-2
101000096806,11791023.06474,3735422.058079,3209 Griffin Ave,3,Edgewood,4,North-2
101000047682,11791023.06474,3735422.058079,3209 Griffin Ave,3,Edgewood,4,North-2
101000097283,11791023.06474,3735422.058079,3209 Griffin Ave,3,Edgewood,4,North-2
101000052323,11791023.06474,3735422.058079,3209 Griffin Ave,3,Edgewood,4,North-2
101000043783,11790682.7068127,3735277.23253867,3211 Edgewood Ave,3,Edgewood,4,North-2
101000109747,11790682.7068127,3735277.23253867,3211 Edgewood Ave,3,Edgewood,4,North-2
101000109748,11790682.7068127,3735277.23253867,3211 Edgewood Ave,3,Edgewood,4,North-2
101000096839,11791026.9220076,3735472.12457383,3211 Griffin Ave,3,Edgewood,4,North-2
101000114971,11791026.922344,3735472.124908,3211 Griffin Ave,3,Edgewood,4,North-2
101000120068,11790893.507584,3735434.92157,3212 Griffin Ave,3,Edgewood,4,North-2
101000104423,11790685.707147,3735327.665879,3213 Edgewood Ave,3,Edgewood,4,North-2
101000042758,11790685.707147,3735327.665879,3213 Edgewood Ave,3,Edgewood,4,North-2
101000104426,11790685.707147,3735327.665879,3213 Edgewood Ave,3,Edgewood,4,North-2
101000042759,11790685.707147,3735327.665879,3213 Edgewood Ave,3,Edgewood,4,North-2
101000104429,11790685.707147,3735327.665879,3213 Edgewood Ave,3,Edgewood,4,North-2
101000042761,11790685.707147,3735327.665879,3213 Edgewood Ave,3,Edgewood,4,North-2
101000017286,11790899.007573,3735539.910533,3216 Griffin Ave,3,Edgewood,4,North-2
101000044878,11790899.007573,3735539.910533,3216 Griffin Ave,3,Edgewood,4,North-2
200596-101000057994,11790815.072997,3735567.86439867,3216 Griffin Ave,3,Edgewood,4,North-2
101000016159,11790901.507568,3735589.041013,3218 Griffin Ave,3,Edgewood,4,North-2
101000089889,11791036.065042,3735674.258362,3219 Griffin Ave,3,Edgewood,4,North-2
101000034133,11791036.065042,3735674.258362,3219 Griffin Ave,3,Edgewood,4,North-2
101000063681,11790904.50789,3735639.665255,3220 Griffin Ave,3,Edgewood,4,North-2
101000114456,11790696.349514,3735527.632015,3221 Edgewood Ave,3,Edgewood,4,North-2
101000095917,11790904.292668,3735688.364633,3222 Griffin Ave,3,Edgewood,4,North-2
101000026208,11790904.292668,3735688.364633,3222 Griffin Ave,3,Edgewood,4,North-2
101000045091,11790697.634616,3735579.977054,3223 Edgewood Ave,3,Edgewood,4,North-2
101000011746,11791041.064704,3735772.055738,3223 Griffin Ave,3,Edgewood,4,North-2
101000115556,11791041.064704,3735772.055738,3223 Griffin Ave,3,Edgewood,4,North-2
198793-101000056489,11791043.9147876,3735775.6439571,3223 Griffin Ave,3,Edgewood,4,North-2
101000117147,11790907.292321,3735740.99176284,3224 Griffin Ave,3,Edgewood,4,North-2
101000022874,11791043.564699,3735821.816466,3225 Griffin Ave,3,Edgewood,4,North-2
101000070859,11790909.792985,3735792.413309,3226 Griffin Ave,3,Edgewood,4,North-2
101000050633,11790703.6344349,3735678.1216814,3227 Edgewood Ave,3,Edgewood,4,North-2
101000050636,11790703.6344349,3735678.1216814,3227 Edgewood Ave,3,Edgewood,4,North-2
101000011707,11791047.064692,3735865.178912,3227 Griffin Ave,3,Edgewood,4,North-2
101000000640,11790914.15026,3735830.484427,3228 Griffin Ave,3,Edgewood,4,North-2
101000097251,11790707.919701,3735784.278811,3231 Edgewood Ave,3,Edgewood,4,North-2
101000052256,11790707.919701,3735784.278811,3231 Edgewood Ave,3,Edgewood,4,North-2
101000059787,11790707.919701,3735784.278811,3231 Edgewood Ave,3,Edgewood,4,North-2
101000061140,11790707.919701,3735784.278811,3231 Edgewood Ave,3,Edgewood,4,North-2
101000113966,11790707.919701,3735784.278811,3231 Edgewood Ave,3,Edgewood,4,North-2
267699-101000110756,11791222.8487249,3735335.5214707,3300 Fendall Ave,3,Edgewood,4,North-2
210131-101000065859,11790736.3278778,3735910.4816481,3301 Edgewood Ave,3,Edgewood,4,North-2
101000087199,11791229.116493,3735370.242238,3302 Fendall Ave,3,Edgewood,4,North-2
101000087204,11791229.1159335,3735370.24151098,3302 Fendall Ave,3,Edgewood,4,North-2
101000115373,11791229.116493,3735370.242238,3302 Fendall Ave,3,Edgewood,4,North-2
101000067677,11791231.6163463,3735419.88922866,3304 Fendall Ave,3,Edgewood,4,North-2
101000080866,11790725.779901,3736016.851509,3305 Edgewood Ave,3,Edgewood,4,North-2
101000045633,11791237.116477,3735521.861029,3308 Fendall Ave,3,Edgewood,4,North-2
101000080997,11790714.849805,3736115.555708,3309 Edgewood Ave,3,Edgewood,4,North-2
101000092613,11790714.8493044,3736115.55531949,3309 Edgewood Ave,3,Edgewood,4,North-2
