CASE_REFERENCE,X_COORD,Y_COORD,ADDRESS,COUNCIL,NEIGHBORHOOD,PRECINCT,NSA
101000082115,11798692.449335,3723735.46531,1600 N 22nd St,7,Peter Paul,1,East-1
101000106703,11798692.449335,3723735.46531,1600 N 22nd St Apt 1,7,Peter Paul,1,East-1
101000008124,11798692.449335,3723735.46531,1600 N 22nd St Apt 2,7,Peter Paul,1,East-1
101000014032,11798692.449335,3723735.46531,1600 N 22nd St Apt 2,7,Peter Paul,1,East-1
101000108190,11798692.449335,3723735.46531,1600 N 22nd St Apt 2,7,Peter Paul,1,East-1
101000089065,11798952.212267,3723539.572986,1600 N 23rd St,7,Peter Paul,1,East-1
101000089068,11798952.212267,3723539.572986,1600 N 23rd St,7,Peter Paul,1,East-1
101000089071,11798952.212267,3723539.572986,1600 N 23rd St,7,Peter Paul,1,East-1
101000021223,11799502.006115,3723169.244658,1600 N 25th St,7,Peter Paul,1,East-1
101000098941,11799502.006115,3723169.244658,1600 N 25th St,7,Peter Paul,1,East-1
101000025619,11799502.006115,3723169.244658,1600 N 25th St,7,Peter Paul,1,East-1
101000061459,11799502.006115,3723169.244658,1600 N 25th St,7,Peter Paul,1,East-1
101000084052,11799502.006115,3723169.244658,1600 N 25th St,7,Peter Paul,1,East-1
101000113613,11799502.0055301,3723169.24461318,1600 N 25th St,7,Peter Paul,1,East-1
101000109353,11799832.140298,3723064.256351,1600 Peter Paul Blvd,7,Peter Paul,1,East-1
280278-101000118188,11798825.9101677,3723662.61237945,1601 -1603 N 22nd St,7,Peter Paul,1,East-1
101000079389,11798550.746207,3723889.32163,1601 N 21st St,7,Peter Paul,1,East-1
101000101464,11798550.746207,3723889.32163,1601 N 21st St,7,Peter Paul,1,East-1
101000102307,11798550.746207,3723889.32163,1601 N 21st St,7,Peter Paul,1,East-1
101000073199,11799050.866598,3723477.831311,1601 N 23rd St,7,Peter Paul,1,East-1
101000081599,11799050.866598,3723477.831311,1601 N 23rd St,7,Peter Paul,1,East-1
101000118916,11799337.759068,3723280.890104,1601 N 24th St,7,Peter Paul,1,East-1
201951-101000059374,11799597.7472286,3723097.7225907,1601 N 25th St,7,Peter Paul,1,East-1
101000045304,11799600.759199,3723104.676218,1601 N 25th St,7,Peter Paul,1,East-1
101000060555,11799600.759199,3723104.676218,1601 N 25th St,7,Peter Paul,1,East-1
101000101107,11799600.7589887,3723104.67618219,1601 N 25th St,7,Peter Paul,1,East-1
101000101109,11799600.7589887,3723104.67618219,1601 N 25th St,7,Peter Paul,1,East-1
101000098054,11798965.212241,3723558.118224,1602 N 23rd St,7,Peter Paul,1,East-1
101000030673,11798965.212241,3723558.118224,1602 N 23rd St,7,Peter Paul,1,East-1
101000079576,11798965.2118243,3723558.11760189,1602 N 23rd St,7,Peter Paul,1,East-1
101000061525,11799265.9787,3723410.556511,1602 N 24th St,7,Peter Paul,1,East-1
101000095598,11799860.451265,3723098.974129,1602 Peter Paul Blvd,7,Peter Paul,1,East-1
101000002548,11799860.451265,3723098.974129,1602 Peter Paul Blvd,7,Peter Paul,1,East-1
101000002551,11799860.4507294,3723098.9737458,1602 Peter Paul Blvd,7,Peter Paul,1,East-1
101000035762,11799860.4507294,3723098.9737458,1602 Peter Paul Blvd,7,Peter Paul,1,East-1
101000100857,11799860.451265,3723098.974129,1602 Peter Paul Blvd,7,Peter Paul,1,East-1
101000042783,11799860.451265,3723098.974129,1602 Peter Paul Blvd,7,Peter Paul,1,East-1
101000090676,11799860.451265,3723098.974129,1602 Peter Paul Blvd,7,Peter Paul,1,East-1
101000106514,11799860.451265,3723098.974129,1602 Peter Paul Blvd,7,Peter Paul,1,East-1
278845-101000116852,11798825.9101677,3723662.61237945,1603 N 22nd St,7,Peter Paul,1,East-1
101000113668,11798999.896555,3723595.092888,1604 N 23rd St,7,Peter Paul,1,East-1
101000020132,11799889.951206,3723142.495368,1604 Peter Paul Blvd,7,Peter Paul,1,East-1
101000091593,11799889.951206,3723142.495368,1604 Peter Paul Blvd,7,Peter Paul,1,East-1
101000030947,11799889.9510844,3723142.49463438,1604 Peter Paul Blvd,7,Peter Paul,1,East-1
282609-101000120196,11798839.6111543,3723681.34161542,1605 N 22nd St,7,Peter Paul,1,East-1
101000095196,11798704.500164,3723816.764032,1606 N 22nd St,7,Peter Paul,1,East-1
101000015615,11798997.499906,3723659.161001,1606 N 23rd St,7,Peter Paul,1,East-1
