Service Request URL,Service Request,Status,Request Date,Description
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=234152-101000085314&type=new_cs180226204420&viewRole=,234152-101000085314,Completed,"September 30, 2017 10:54 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000085313&type=new_cs180301142929&viewRole=,101000085313,Assigned,"September 30, 2017 7:14 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000085312&type=new_cs180301142929&viewRole=,101000085312,Assigned,"September 30, 2017 7:00 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000085310&type=new_cs180301142929&viewRole=,101000085310,Completed,"September 30, 2017 6:10 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000085309&type=new_cs180301154109&viewRole=,101000085309,Completed,"September 30, 2017 6:09 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000085308&type=new_cs180221190731&viewRole=,101000085308,Completed,"September 30, 2017 6:07 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000085307&type=new_cs180221194251&viewRole=,101000085307,Completed,"September 30, 2017 6:04 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000085305&type=new_cs180221194656&viewRole=,101000085305,Completed,"September 30, 2017 5:59 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000085304&type=new_cs180301154109&viewRole=,101000085304,Completed,"September 30, 2017 5:58 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000085303&type=new_cs180301154109&viewRole=,101000085303,Completed,"September 30, 2017 5:57 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000085302&type=new_cs180301154109&viewRole=,101000085302,Completed,"September 30, 2017 5:56 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000085301&type=new_cs180221194032&viewRole=,101000085301,Completed,"September 30, 2017 5:55 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000085298&type=new_cs180221194457&viewRole=,101000085298,Completed,"September 30, 2017 5:48 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000085297&type=new_cs180221191046&viewRole=,101000085297,Completed,"September 30, 2017 5:47 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000085293&type=new_cs180301154109&viewRole=,101000085293,Completed,"September 30, 2017 5:41 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000085292&type=new_cs180220201343&viewRole=,101000085292,Completed,"September 30, 2017 5:37 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000085291&type=new_cs180220201343&viewRole=,101000085291,Completed,"September 30, 2017 5:36 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000085290&type=new_cs180221190906&viewRole=,101000085290,Completed,"September 30, 2017 5:33 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000085289&type=new_cs180221194656&viewRole=,101000085289,Completed,"September 30, 2017 5:31 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000085288&type=new_cs180221194656&viewRole=,101000085288,Completed,"September 30, 2017 5:28 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000085287&type=new_cs180221192758&viewRole=,101000085287,Completed,"September 30, 2017 5:24 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=234041-101000085281&type=new_cs180221194656&viewRole=,234041-101000085281,Assigned,"September 30, 2017 12:22 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=234036-101000085278&type=new_cs180226204420&viewRole=,234036-101000085278,Completed,"September 30, 2017 12:06 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=234017-101000085276&type=new_cs180301154109&viewRole=,234017-101000085276,Completed,"September 30, 2017 11:08 am",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=233985-101000085272&type=new_cs180301154109&viewRole=,233985-101000085272,Completed,"September 30, 2017 9:12 am",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=233984-101000085271&type=new_cs180301154109&viewRole=,233984-101000085271,Completed,"September 30, 2017 9:12 am",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=233983-101000085270&type=new_cs180301154109&viewRole=,233983-101000085270,Completed,"September 30, 2017 9:10 am",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=233982-101000085269&type=new_cs180301154109&viewRole=,233982-101000085269,Completed,"September 30, 2017 9:08 am",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=233981-101000085268&type=new_cs180301154109&viewRole=,233981-101000085268,Completed,"September 30, 2017 9:06 am",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=233967-101000085265&type=new_cs180226204420&viewRole=,233967-101000085265,Completed,"September 29, 2017 10:06 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=233964-101000085261&type=new_cs180226204420&viewRole=,233964-101000085261,Completed,"September 29, 2017 9:54 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=233963-101000085262&type=new_cs180226204420&viewRole=,233963-101000085262,Completed,"September 29, 2017 9:54 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=233950-101000085260&type=new_cs180221194656&viewRole=,233950-101000085260,Assigned,"September 29, 2017 7:22 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=233942-101000085259&type=new_cs180529151350&viewRole=,233942-101000085259,Assigned,"September 29, 2017 6:12 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000085248&type=new_cs180221192758&viewRole=,101000085248,Completed,"September 29, 2017 4:42 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=233921-101000085238&type=new_cs180226204420&viewRole=,233921-101000085238,Completed,"September 29, 2017 4:10 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000085223&type=new_cs180301154109&viewRole=,101000085223,Completed,"September 29, 2017 3:41 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000085218&type=new_cs180301154109&viewRole=,101000085218,Completed,"September 29, 2017 3:37 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000085197&type=new_cs180221194423&viewRole=,101000085197,Completed,"September 29, 2017 2:31 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000085192&type=new_cs180221194656&viewRole=,101000085192,Assigned,"September 29, 2017 2:17 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000085184&type=new_cs180221194423&viewRole=,101000085184,Completed,"September 29, 2017 1:49 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000085172&type=new_cs180301142929&viewRole=,101000085172,Assigned,"September 29, 2017 1:30 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000085174&type=new_cs180221194656&viewRole=,101000085174,Completed,"September 29, 2017 1:30 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000085164&type=new_cs180221192758&viewRole=,101000085164,Completed,"September 29, 2017 1:07 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=233877-101000085163&type=new_cs180226204420&viewRole=,233877-101000085163,Completed,"September 29, 2017 1:04 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=233876-101000085158&type=new_cs180226204420&viewRole=,233876-101000085158,Completed,"September 29, 2017 1:00 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000085155&type=new_cs180221191708&viewRole=,101000085155,Completed,"September 29, 2017 12:44 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000085152&type=new_cs180221192758&viewRole=,101000085152,Completed,"September 29, 2017 12:41 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000085146&type=new_cs180221192758&viewRole=,101000085146,Completed,"September 29, 2017 12:29 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000085140&type=new_cs180301154109&viewRole=,101000085140,Completed,"September 29, 2017 12:08 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000085138&type=new_cs180221192659&viewRole=,101000085138,Completed,"September 29, 2017 12:06 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=233867-101000085137&type=new_cs180529151322&viewRole=,233867-101000085137,Assigned,"September 29, 2017 12:02 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=233845-101000085102&type=new_cs180226204420&viewRole=,233845-101000085102,Assigned,"September 29, 2017 10:52 am",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=233841-101000085093&type=new_cs180226204420&viewRole=,233841-101000085093,Completed,"September 29, 2017 10:34 am",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000085082&type=new_cs180221194656&viewRole=,101000085082,Completed,"September 29, 2017 10:09 am",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000085075&type=new_cs180226204420&viewRole=,101000085075,Completed,"September 29, 2017 9:55 am",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000085060&type=new_cs180221194656&viewRole=,101000085060,Assigned,"September 29, 2017 9:32 am",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000085056&type=new_cs180221194457&viewRole=,101000085056,Completed,"September 29, 2017 9:25 am",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000085057&type=new_cs180226204420&viewRole=,101000085057,Completed,"September 29, 2017 9:25 am",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000085053&type=new_cs180226204420&viewRole=,101000085053,Completed,"September 29, 2017 9:24 am",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=233817-101000085051&type=new_cs180226204420&viewRole=,233817-101000085051,Completed,"September 29, 2017 9:22 am",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000085049&type=new_cs180226204420&viewRole=,101000085049,Completed,"September 29, 2017 9:20 am",
