Service Request URL,Service Request,Status,Request Date,Description
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=270345-101000111861&type=new_cs180301154109&viewRole=,270345-101000111861,Assigned,"March 31, 2018 9:00 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=270338-101000111860&type=new_cs180301154109&viewRole=,270338-101000111860,Completed,"March 31, 2018 8:00 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=270334-101000111858&type=new_cs180301154109&viewRole=,270334-101000111858,Completed,"March 31, 2018 7:00 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=270328-101000111856&type=new_cs180301154109&viewRole=,270328-101000111856,Assigned,"March 31, 2018 7:00 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=270318-101000111854&type=new_cs180226204420&viewRole=,270318-101000111854,Completed,"March 31, 2018 6:00 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=270320-101000111855&type=new_cs180301154109&viewRole=,270320-101000111855,Completed,"March 31, 2018 6:00 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=270313-101000111852&type=new_cs180301154109&viewRole=,270313-101000111852,Completed,"March 31, 2018 5:00 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=270254-101000111845&type=new_cs180301142929&viewRole=,270254-101000111845,Completed,"March 31, 2018 11:00 am",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=270240-101000111844&type=new_cs180226204420&viewRole=,270240-101000111844,Completed,"March 31, 2018 10:00 am",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=270196-101000111842&type=new_cs180301154109&viewRole=,270196-101000111842,Completed,"March 30, 2018 9:00 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=270158-101000111841&type=new_cs180221190731&viewRole=,270158-101000111841,Completed,"March 30, 2018 7:00 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=270095-101000111836&type=new_cs180226204420&viewRole=,270095-101000111836,Completed,"March 30, 2018 12:30 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=270048-101000111834&type=new_cs180301154109&viewRole=,270048-101000111834,Completed,"March 30, 2018 10:01 am",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=270040-101000111833&type=new_cs180221194251&viewRole=,270040-101000111833,Completed,"March 30, 2018 9:15 am",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=270031-101000111832&type=new_cs180301154109&viewRole=,270031-101000111832,Completed,"March 30, 2018 8:15 am",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=270030-101000111831&type=new_cs180221194251&viewRole=,270030-101000111831,Completed,"March 30, 2018 8:00 am",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=270025-101000111830&type=new_cs180301154109&viewRole=,270025-101000111830,Completed,"March 30, 2018 7:00 am",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=269967-101000111828&type=new_cs180301154109&viewRole=,269967-101000111828,Assigned,"March 29, 2018 8:00 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=269965-101000111827&type=new_cs180301154109&viewRole=,269965-101000111827,Completed,"March 29, 2018 7:31 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=269932-101000111826&type=new_cs180301154109&viewRole=,269932-101000111826,Assigned,"March 29, 2018 6:00 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=269915-101000111817&type=new_cs180301154109&viewRole=,269915-101000111817,Completed,"March 29, 2018 4:30 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000111823&type=new_cs180226204420&viewRole=,101000111823,Completed,"March 29, 2018 4:08 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=269912-101000111805&type=new_cs180529151322&viewRole=,269912-101000111805,Assigned,"March 29, 2018 4:00 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000111822&type=new_cs180221194457&viewRole=,101000111822,Assigned,"March 29, 2018 3:59 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000111820&type=new_cs180221194656&viewRole=,101000111820,Assigned,"March 29, 2018 3:34 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000111816&type=new_cs180301142929&viewRole=,101000111816,Completed,"March 29, 2018 3:28 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000111806&type=new_cs180301154109&viewRole=,101000111806,Completed,"March 29, 2018 2:58 pm",
