Service Request URL,Service Request,Status,Request Date,Description
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=262890-101000107914&type=new_cs180221192659&viewRole=,262890-101000107914,Completed,"February 28, 2018 8:16 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=262877-101000107912&type=new_cs180301154109&viewRole=,262877-101000107912,Completed,"February 28, 2018 7:15 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=262871-101000107911&type=new_cs180221190731&viewRole=,262871-101000107911,Completed,"February 28, 2018 6:45 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=262860-101000107910&type=new_cs180221194251&viewRole=,262860-101000107910,Completed,"February 28, 2018 6:30 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=262864-101000107909&type=new_cs180221194251&viewRole=,262864-101000107909,Completed,"February 28, 2018 6:30 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=262821-101000107882&type=new_cs180221194251&viewRole=,262821-101000107882,Completed,"February 28, 2018 3:30 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000107898&type=new_cs180301154109&viewRole=,101000107898,Assigned,"February 28, 2018 3:22 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000107895&type=new_cs180301154109&viewRole=,101000107895,Completed,"February 28, 2018 3:11 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000107894&type=new_cs180301154109&viewRole=,101000107894,Assigned,"February 28, 2018 3:09 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000107889&type=new_cs180301154109&viewRole=,101000107889,Completed,"February 28, 2018 2:54 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000107858&type=new_cs180301142929&viewRole=,101000107858,Assigned,"February 28, 2018 1:07 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000107857&type=new_cs180221194656&viewRole=,101000107857,Assigned,"February 28, 2018 1:01 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000107839&type=new_cs180221194656&viewRole=,101000107839,Assigned,"February 28, 2018 12:51 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000107838&type=new_cs180221194656&viewRole=,101000107838,Assigned,"February 28, 2018 12:48 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000107835&type=new_cs180221194656&viewRole=,101000107835,Assigned,"February 28, 2018 12:46 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000107834&type=new_cs180221194656&viewRole=,101000107834,Assigned,"February 28, 2018 12:44 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000107851&type=new_cs180221192758&viewRole=,101000107851,Completed,"February 28, 2018 12:37 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000107848&type=new_cs180301154109&viewRole=,101000107848,Completed,"February 28, 2018 12:30 pm",
