Service Request URL,Service Request,Status,Request Date,Description
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=256520-101000104254&type=new_cs180221194656&viewRole=,256520-101000104254,Assigned,"January 31, 2018 11:48 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=256455-101000104252&type=new_cs180226204420&viewRole=,256455-101000104252,Completed,"January 31, 2018 5:32 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=256454-101000104251&type=new_cs180529151322&viewRole=,256454-101000104251,Assigned,"January 31, 2018 5:28 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000104193&type=new_cs180221194032&viewRole=,101000104193,Completed,"January 31, 2018 4:42 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000104241&type=new_cs180221194423&viewRole=,101000104241,Completed,"January 31, 2018 3:37 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000104237&type=new_cs180226204420&viewRole=,101000104237,Completed,"January 31, 2018 3:17 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000104229&type=new_cs180301154109&viewRole=,101000104229,Completed,"January 31, 2018 2:53 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000104228&type=new_cs180301154109&viewRole=,101000104228,Completed,"January 31, 2018 2:52 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000104224&type=new_cs180301154109&viewRole=,101000104224,Completed,"January 31, 2018 2:50 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=256421-101000104204&type=new_cs180221194656&viewRole=,256421-101000104204,Completed,"January 31, 2018 2:50 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000104219&type=new_cs180301154109&viewRole=,101000104219,Completed,"January 31, 2018 2:28 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=256411-101000104192&type=new_cs180301154109&viewRole=,256411-101000104192,Completed,"January 31, 2018 2:24 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000104213&type=new_cs180221192758&viewRole=,101000104213,Completed,"January 31, 2018 2:11 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=256402-101000104183&type=new_cs180301154109&viewRole=,256402-101000104183,Completed,"January 31, 2018 2:00 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=256400-101000104181&type=new_cs180301154109&viewRole=,256400-101000104181,Completed,"January 31, 2018 1:54 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000104201&type=new_cs180221190731&viewRole=,101000104201,Assigned,"January 31, 2018 1:45 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=256397-101000104176&type=new_cs180301154109&viewRole=,256397-101000104176,Completed,"January 31, 2018 1:44 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=256398-101000104177&type=new_cs180226204420&viewRole=,256398-101000104177,Completed,"January 31, 2018 1:44 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000104198&type=new_cs180301154109&viewRole=,101000104198,Completed,"January 31, 2018 1:39 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000104188&type=new_cs180221192758&viewRole=,101000104188,Completed,"January 31, 2018 1:12 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000104186&type=new_cs180301154109&viewRole=,101000104186,Completed,"January 31, 2018 1:08 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000104151&type=new_cs180221194656&viewRole=,101000104151,Completed,"January 31, 2018 12:18 pm",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000104141&type=new_cs180221194656&viewRole=,101000104141,Completed,"January 31, 2018 11:46 am",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000104156&type=new_cs180301154109&viewRole=,101000104156,Completed,"January 31, 2018 11:28 am",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000104127&type=new_cs180221194656&viewRole=,101000104127,Completed,"January 31, 2018 11:03 am",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000104145&type=new_cs180301154109&viewRole=,101000104145,Completed,"January 31, 2018 11:02 am",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000104122&type=new_cs180221194656&viewRole=,101000104122,Completed,"January 31, 2018 10:39 am",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000104133&type=new_cs180301154109&viewRole=,101000104133,Completed,"January 31, 2018 10:25 am",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000104128&type=new_cs180301154109&viewRole=,101000104128,Assigned,"January 31, 2018 10:13 am",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=256341-101000104108&type=new_cs180301154109&viewRole=,256341-101000104108,Completed,"January 31, 2018 10:12 am",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000104102&type=new_cs180221194656&viewRole=,101000104102,Completed,"January 31, 2018 9:59 am",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000104098&type=new_cs180221194656&viewRole=,101000104098,Assigned,"January 31, 2018 9:52 am",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000104095&type=new_cs180301154109&viewRole=,101000104095,Assigned,"January 31, 2018 9:51 am",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000104092&type=new_cs180221194656&viewRole=,101000104092,Assigned,"January 31, 2018 9:46 am",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000104121&type=new_cs180301154109&viewRole=,101000104121,Completed,"January 31, 2018 9:39 am",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000104078&type=new_cs180301154109&viewRole=,101000104078,Assigned,"January 31, 2018 9:23 am",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000104110&type=new_cs180301154109&viewRole=,101000104110,Completed,"January 31, 2018 9:15 am",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000104104&type=new_cs180301154109&viewRole=,101000104104,Completed,"January 31, 2018 9:04 am",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000104101&type=new_cs180301154109&viewRole=,101000104101,Assigned,"January 31, 2018 8:59 am",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000104099&type=new_cs180301154109&viewRole=,101000104099,Completed,"January 31, 2018 8:54 am",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000104097&type=new_cs180301154109&viewRole=,101000104097,Assigned,"January 31, 2018 8:53 am",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000104093&type=new_cs180220201343&viewRole=,101000104093,Completed,"January 31, 2018 8:50 am",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000104089&type=new_cs180226204420&viewRole=,101000104089,Completed,"January 31, 2018 8:46 am",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000104080&type=new_cs180301154109&viewRole=,101000104080,Completed,"January 31, 2018 8:29 am",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000104066&type=new_cs180221194656&viewRole=,101000104066,Completed,"January 31, 2018 8:27 am",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000104065&type=new_cs180221194656&viewRole=,101000104065,Assigned,"January 31, 2018 8:25 am",
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=101000104079&type=new_cs180301154109&viewRole=,101000104079,Completed,"January 31, 2018 8:25 am",
